Date,Network,Profile,Impressions,Engagements,AER
2023-10-06T11:09:00Z,Twitter,Perfil B,16331,532,0.0326
2023-01-06T10:49:00Z,Twitter,Perfil A,16685,113,0.0068000000000000005
2023-10-19T14:06:00Z,Instagram,Perfil C,16737,563,0.0336
2023-09-18T21:31:00Z,Twitter,Perfil B,16891,612,0.0362
2023-02-28T13:43:00Z,Instagram,Perfil C,16928,457,0.027000000000000003
2023-01-20T14:14:00Z,Twitter,Perfil A,17026,228,0.0134
2023-03-23T16:26:00Z,Twitter,Perfil A,17191,229,0.013300000000000001
2023-04-13T14:25:00Z,Instagram,Perfil C,17194,553,0.0322
2023-10-23T13:20:00Z,Twitter,Perfil B,17270,822,0.047599999999999996
2023-08-15T14:47:00Z,Twitter,Perfil B,17290,243,0.0141
2023-10-20T13:35:00Z,Twitter,Perfil B,17318,326,0.018799999999999997
2023-07-14T06:34:00Z,Instagram,Perfil C,17334,706,0.0407
2023-02-13T15:20:00Z,Instagram,Perfil C,17404,543,0.031200000000000002
2023-08-23T16:35:00Z,Twitter,Perfil B,17427,300,0.0172
