Date,Network,Profile,Impressions,Engagements,AER
2023-06-21T14:51:00Z,Instagram,Perfil C,17586,842,0.0479
2023-10-19T16:52:00Z,Twitter,Perfil B,17663,1025,0.057999999999999996
2023-09-16T11:00:00Z,Twitter,Perfil B,17716,271,0.015300000000000001
2023-06-20T14:09:00Z,Instagram,Perfil C,17748,871,0.049100000000000005
2023-06-29T09:37:00Z,Twitter,Perfil A,17959,413,0.023
2023-06-22T14:31:00Z,Twitter,Perfil A,18129,411,0.0227
2023-04-29T16:36:00Z,Twitter,Perfil A,18174,802,0.0441
2023-09-18T17:30:00Z,Twitter,Perfil B,18299,762,0.0416
2023-02-27T14:38:00Z,Instagram,Perfil C,18304,655,0.0358
2023-06-30T12:00:00Z,Instagram,Perfil C,18499,817,0.044199999999999996
2023-08-28T08:52:00Z,Instagram,Perfil C,18520,0,0
2023-05-24T08:00:00Z,Instagram,Perfil C,18521,754,0.0407
2023-08-29T12:10:00Z,Twitter,Perfil A,18532,36,0.0019
2023-10-21T12:31:00Z,Instagram,Perfil C,18782,550,0.029300000000000003
2023-09-18T17:59:00Z,Twitter,Perfil B,18852,641,0.034
2023-01-13T13:47:00Z,Twitter,Perfil A,18860,233,0.0124
2023-10-03T14:58:00Z,Twitter,Perfil A,18879,169,0.009000000000000001
2023-09-12T15:30:00Z,Twitter,Perfil A,18890,197,0.0104
2023-10-10T16:37:00Z,Twitter,Perfil B,19102,120,0.0063
2023-07-01T15:35:00Z,Instagram,Perfil C,19145,778,0.0406
2023-10-16T13:06:00Z,Twitter,Perfil A,19228,154,0.008
2023-09-14T20:17:00Z,Twitter,Perfil B,19253,416,0.0216
2023-07-17T11:31:00Z,Twitter,Perfil A,19271,359,0.018600000000000002
2023-07-06T15:16:00Z,Instagram,Perfil C,19345,720,0.037200000000000004
2023-10-29T14:05:00Z,Twitter,Perfil B,19416,399,0.0206
2023-05-25T16:12:00Z,Instagram,Perfil C,19507,631,0.0323
2023-06-13T15:13:00Z,Instagram,Perfil C,19549,544,0.0278
2023-09-05T13:43:00Z,Twitter,Perfil A,19565,793,0.0405
2023-01-18T13:44:00Z,Twitter,Perfil A,19659,717,0.0365
2023-05-17T15:52:00Z,Instagram,Perfil C,19953,780,0.0391
2023-03-17T14:19:00Z,Instagram,Perfil C,19959,533,0.026699999999999998
2023-04-29T16:34:00Z,Instagram,Perfil C,20024,717,0.0358
2023-03-28T14:08:00Z,Instagram,Perfil C,20312,690,0.034
2023-10-25T12:58:00Z,Twitter,Perfil A,20341,2042,0.10039999999999999
2023-10-27T15:06:00Z,Instagram,Perfil C,20388,4324,0.2121
2023-09-18T18:41:00Z,Twitter,Perfil B,20393,664,0.0326
2023-01-28T08:36:00Z,Twitter,Perfil A,20498,266,0.013000000000000001
2023-02-21T07:21:00Z,Twitter,Perfil A,20552,414,0.020099999999999996
2023-01-06T10:49:00Z,Twitter,Perfil A,20640,275,0.013300000000000001
2023-09-06T16:39:00Z,Twitter,Perfil B,20818,413,0.019799999999999998
2023-10-26T16:14:00Z,Twitter,Perfil B,21052,389,0.018500000000000003
2023-10-26T17:11:00Z,Twitter,Perfil B,21060,447,0.0212
2023-06-06T20:51:00Z,Twitter,Perfil B,21336,424,0.0199
2023-05-23T16:46:00Z,Instagram,Perfil C,21396,891,0.0416
2023-03-10T07:11:00Z,Instagram,Perfil C,21670,721,0.0333
2023-06-29T12:56:00Z,Twitter,Perfil A,21673,750,0.0346
2023-09-18T19:30:00Z,Twitter,Perfil B,21737,617,0.028399999999999998
2023-05-26T14:25:00Z,Instagram,Perfil C,21910,1085,0.0495
2023-03-15T14:42:00Z,Instagram,Perfil C,21987,760,0.0346
2023-06-26T16:28:00Z,Instagram,Perfil C,22019,979,0.044500000000000005
2023-08-08T13:00:00Z,TikTok,Perfil D,22048,126,0.005699999999999999
2023-08-28T15:37:00Z,Instagram,Perfil C,22144,668,0.0302
2023-02-22T05:32:00Z,Twitter,Perfil A,22165,580,0.0262
2023-08-28T15:00:00Z,Twitter,Perfil B,22220,417,0.018799999999999997
2023-09-15T16:56:00Z,Instagram,Perfil C,22255,548,0.0246
2023-03-08T16:24:00Z,Instagram,Perfil C,22742,1151,0.0506
2023-04-23T13:24:00Z,Instagram,Perfil C,22770,1431,0.06280000000000001
2023-09-27T16:25:00Z,Twitter,Perfil B,22787,1989,0.0873
2023-03-17T14:02:00Z,Twitter,Perfil A,22968,1046,0.0455
2023-07-21T13:54:00Z,Instagram,Perfil C,23051,1093,0.047400000000000005
2023-03-16T13:47:00Z,Twitter,Perfil A,23059,552,0.0239
2023-08-25T12:54:00Z,Twitter,Perfil B,23065,214,0.009300000000000001
2023-05-17T16:21:00Z,Twitter,Perfil A,23068,807,0.035
2023-05-18T08:59:00Z,Instagram,Perfil C,23111,1471,0.0636
2023-09-04T18:22:00Z,Twitter,Perfil B,23390,251,0.010700000000000001
2023-07-28T13:30:00Z,Instagram,Perfil C,23459,1035,0.0441
2023-01-20T14:29:00Z,Instagram,Perfil C,23469,614,0.0262
2023-05-19T08:14:00Z,Instagram,Perfil C,23505,692,0.0294
2023-09-14T17:57:00Z,Twitter,Perfil B,23799,699,0.0294
2023-07-27T13:06:00Z,Instagram,Perfil C,23909,958,0.0401
2023-10-24T17:47:00Z,Twitter,Perfil B,24022,582,0.0242
2023-05-30T14:57:00Z,Twitter,Perfil A,24038,628,0.026099999999999998
2023-08-11T17:13:00Z,Twitter,Perfil B,24121,830,0.0344
2023-09-11T10:51:00Z,Instagram,Perfil C,24123,922,0.0382
2023-07-05T12:34:00Z,Twitter,Perfil A,24233,520,0.0215
2023-01-26T14:19:00Z,Instagram,Perfil C,24255,1046,0.0431
2023-07-02T09:47:00Z,Instagram,Perfil C,24294,990,0.0408
2023-08-22T18:30:00Z,Twitter,Perfil B,24383,1201,0.0493
2023-05-27T11:53:00Z,Instagram,Perfil C,24417,934,0.0383
2023-06-12T11:10:00Z,Instagram,Perfil C,24478,1154,0.0471
2023-10-30T12:53:00Z,Twitter,Perfil A,24529,2497,0.1018
2023-08-29T16:08:00Z,TikTok,Perfil D,24650,154,0.0062
2023-03-01T10:00:00Z,Twitter,Perfil B,24795,758,0.030600000000000002
2023-10-24T14:40:00Z,Instagram,Perfil C,24805,1094,0.0441
2023-07-08T08:45:00Z,Instagram,Perfil C,24915,910,0.0365
2023-09-14T11:46:00Z,Instagram,Perfil C,24926,802,0.0322
2023-10-30T16:52:00Z,Twitter,Perfil A,25384,1986,0.0782
2023-09-16T09:00:00Z,Instagram,Perfil C,25758,773,0.03
2023-09-19T09:31:00Z,Instagram,Perfil C,25782,955,0.037000000000000005
2023-09-28T10:01:00Z,Twitter,Perfil A,26014,694,0.026699999999999998
2023-02-06T13:56:00Z,Instagram,Perfil C,26200,1388,0.053
2023-08-24T15:20:00Z,Twitter,Perfil A,26297,323,0.0123
2023-06-30T11:22:00Z,Twitter,Perfil B,26443,551,0.0208
2023-04-18T14:27:00Z,Instagram,Perfil C,26512,961,0.0362
2023-06-21T15:10:00Z,Twitter,Perfil A,26556,1073,0.0404
2023-04-04T09:07:00Z,Instagram,Perfil C,26682,1332,0.0499
2023-06-30T10:12:00Z,Instagram,Perfil C,26777,1145,0.042800000000000005
2023-09-12T16:05:00Z,Instagram,Perfil C,27036,2206,0.0816
2023-06-29T12:54:00Z,Twitter,Perfil A,27092,482,0.0178
2023-08-17T15:26:00Z,Instagram,Perfil C,27201,639,0.0235
2023-09-20T10:00:00Z,Twitter,Perfil B,27475,519,0.0189
2023-09-25T09:41:00Z,Twitter,Perfil B,27618,2198,0.0796
2023-09-27T14:05:00Z,Instagram,Perfil C,27697,833,0.0301
2023-08-16T16:44:00Z,Twitter,Perfil B,27731,716,0.0258
2023-10-11T12:00:00Z,Twitter,Perfil A,27885,687,0.0246
2023-03-09T14:12:00Z,Instagram,Perfil C,27890,2,1e-4
2023-04-24T07:16:00Z,Twitter,Perfil A,27902,468,0.0168
2023-09-13T14:40:00Z,Instagram,Perfil C,27976,1068,0.0382
2023-03-03T10:35:00Z,Twitter,Perfil B,28001,642,0.0229
2023-05-30T13:59:00Z,Instagram,Perfil C,28257,615,0.0218
2023-08-23T13:45:00Z,TikTok,Perfil D,28307,146,0.0052
2023-03-31T14:59:00Z,Instagram,Perfil C,28330,540,0.0191
2023-05-26T14:29:00Z,Twitter,Perfil A,28404,1106,0.038900000000000004
2023-01-27T13:16:00Z,Instagram,Perfil C,28637,669,0.023399999999999997
2023-10-27T10:53:00Z,Twitter,Perfil A,28820,2284,0.0793
2023-06-28T16:57:00Z,Instagram,Perfil C,28947,1285,0.0444
2023-02-28T10:00:00Z,Twitter,Perfil B,29094,1271,0.0437
2023-10-18T16:20:00Z,Twitter,Perfil B,29123,579,0.0199
2023-10-31T18:27:00Z,Twitter,Perfil B,29471,493,0.0167
2023-05-15T14:14:00Z,Instagram,Perfil C,29537,1205,0.0408
2023-02-03T12:00:00Z,Twitter,Perfil A,29665,1739,0.058600000000000006
2023-08-03T14:29:00Z,Twitter,Perfil A,29859,699,0.023399999999999997
2023-01-12T10:17:00Z,Instagram,Perfil C,30241,1016,0.0336
2023-02-09T15:49:00Z,Twitter,Perfil B,30401,335,0.011000000000000001
2023-01-11T12:17:00Z,Instagram,Perfil C,30727,1154,0.037599999999999995
2023-09-08T12:41:00Z,Instagram,Perfil C,30788,943,0.030600000000000002
2023-07-02T14:15:00Z,Instagram,Perfil C,30857,1532,0.0496
2023-08-25T12:15:00Z,Twitter,Perfil A,30893,263,0.0085
2023-03-10T09:30:00Z,Twitter,Perfil A,31202,621,0.0199
2023-10-16T15:27:00Z,Instagram,Perfil C,31268,1465,0.046900000000000004
2023-06-29T13:09:00Z,Twitter,Perfil B,31303,562,0.018000000000000002
2023-08-09T15:50:00Z,Instagram,Perfil C,31527,626,0.0199
2023-06-21T15:55:00Z,Twitter,Perfil B,31825,1185,0.037200000000000004
2023-10-04T14:21:00Z,Instagram,Perfil C,32127,3279,0.10210000000000001
2023-10-06T18:47:00Z,Instagram,Perfil C,32158,1271,0.0395
2023-10-03T18:35:00Z,Twitter,Perfil B,32574,938,0.0288
2023-09-01T14:05:00Z,Instagram,Perfil C,32862,1374,0.0418
2023-05-16T13:04:00Z,Instagram,Perfil C,32869,703,0.021400000000000002
2023-03-06T15:17:00Z,Instagram,Perfil C,33184,1666,0.050199999999999995
2023-05-11T13:33:00Z,Instagram,Perfil C,33471,654,0.0195
2023-05-05T12:19:00Z,Instagram,Perfil C,33621,1320,0.0393
2023-04-10T15:47:00Z,Instagram,Perfil C,34056,1114,0.0327
2023-03-09T15:18:00Z,Instagram,Perfil C,34110,1841,0.054000000000000006
2023-05-26T10:00:00Z,Twitter,Perfil B,34365,970,0.0282
2023-03-30T12:49:00Z,Instagram,Perfil C,34486,1939,0.0562
2023-09-07T12:08:00Z,Instagram,Perfil C,34572,696,0.020099999999999996
2023-03-04T10:02:00Z,Twitter,Perfil B,34707,858,0.024700000000000003
2023-08-08T15:48:00Z,Instagram,Perfil C,34840,895,0.025699999999999997
2023-05-08T08:42:00Z,Instagram,Perfil C,34894,1692,0.048499999999999995
2023-03-05T10:00:00Z,Twitter,Perfil B,34942,931,0.026600000000000002
2023-08-12T14:31:00Z,Twitter,Perfil A,35060,854,0.024399999999999998
2023-06-06T20:54:00Z,Twitter,Perfil B,35176,488,0.0139
2023-08-19T14:17:00Z,Instagram,Perfil C,35192,870,0.024700000000000003
2023-04-28T14:00:00Z,Instagram,Perfil C,35264,1059,0.03
2023-10-04T16:42:00Z,Twitter,Perfil B,35505,3287,0.0926
2023-04-20T13:53:00Z,Instagram,Perfil C,35614,2137,0.06
2023-08-18T16:02:00Z,Instagram,Perfil C,35735,648,0.0181
2023-09-15T11:33:00Z,Twitter,Perfil B,35900,2497,0.0696
2023-01-18T14:20:00Z,Instagram,Perfil C,36637,1107,0.0302
2023-09-21T19:00:00Z,Twitter,Perfil B,37197,2975,0.08
2023-02-09T12:41:00Z,Twitter,Perfil A,37330,2424,0.0649
2023-03-02T10:00:00Z,Twitter,Perfil B,37350,1133,0.030299999999999997
2023-07-01T09:56:00Z,Instagram,Perfil C,38321,1041,0.027200000000000002
2023-10-13T13:35:00Z,Twitter,Perfil B,38448,440,0.011399999999999999
2023-02-28T13:31:00Z,Twitter,Perfil A,38463,4862,0.1264
2023-06-19T06:56:00Z,Instagram,Perfil C,38728,2525,0.0652
2023-08-22T15:15:00Z,Instagram,Perfil C,38800,650,0.0168
2023-10-13T15:00:00Z,Instagram,Perfil C,38863,1868,0.0481
2023-04-17T13:56:00Z,Instagram,Perfil C,38996,3488,0.0894
2023-06-06T20:51:00Z,Twitter,Perfil B,39202,334,0.0085
2023-04-21T12:01:00Z,Instagram,Perfil C,39891,1121,0.0281
2023-09-06T17:05:00Z,Twitter,Perfil A,40933,1067,0.026099999999999998
2023-06-05T10:00:00Z,Instagram,Perfil C,41545,991,0.0239
2023-10-26T18:12:00Z,Twitter,Perfil A,42686,424,0.009899999999999999
2023-07-13T07:48:00Z,Twitter,Perfil A,42707,844,0.019799999999999998
2023-06-09T08:29:00Z,Twitter,Perfil A,43141,1422,0.033
2023-05-04T10:35:00Z,Instagram,Perfil C,43303,1882,0.0435
2023-07-27T13:27:00Z,Twitter,Perfil A,43671,3475,0.0796
2023-09-23T14:35:00Z,Twitter,Perfil A,43743,1337,0.030600000000000002
2023-07-30T08:00:00Z,Instagram,Perfil C,44111,2257,0.0512
2023-04-05T14:10:00Z,Twitter,Perfil A,44251,1049,0.023700000000000002
2023-08-16T14:47:00Z,Instagram,Perfil C,44786,1234,0.0276
2023-06-29T09:28:00Z,Instagram,Perfil C,45245,2008,0.0444
2023-06-29T12:34:00Z,Instagram,Perfil C,45830,2480,0.0541
2023-09-22T15:41:00Z,Instagram,Perfil C,45832,1017,0.0222
2023-08-30T16:51:00Z,Instagram,Perfil C,45852,1524,0.0332
2023-05-17T16:41:00Z,Twitter,Perfil B,45941,1514,0.033
2023-09-22T11:30:00Z,Twitter,Perfil B,46055,6368,0.1383
2023-09-01T15:08:00Z,Twitter,Perfil A,46197,3104,0.0672
2023-05-16T13:07:00Z,Twitter,Perfil A,46722,1412,0.0302
2023-09-14T13:15:00Z,Twitter,Perfil A,46769,1496,0.032
2023-10-19T14:17:00Z,Twitter,Perfil A,47869,910,0.019
2023-10-30T18:59:00Z,Twitter,Perfil B,47925,4210,0.08779999999999999
2023-02-14T14:51:00Z,Instagram,Perfil C,48696,1775,0.0365
2023-10-07T08:17:00Z,Instagram,Perfil C,49259,7553,0.1533
2023-10-21T14:19:00Z,Instagram,Perfil C,50127,1248,0.024900000000000002
2023-03-09T19:41:00Z,Twitter,Perfil B,50216,761,0.0152
2023-07-24T11:22:00Z,Instagram,Perfil C,50434,686,0.013600000000000001
2023-01-13T13:44:00Z,Instagram,Perfil C,50722,1857,0.0366
2023-10-24T14:47:00Z,Twitter,Perfil A,50905,2648,0.052000000000000005
2023-08-11T16:03:00Z,Instagram,Perfil C,51617,2664,0.0516
2023-08-24T16:58:00Z,Twitter,Perfil B,51886,2237,0.0431
2023-04-13T14:47:00Z,Twitter,Perfil A,51926,1791,0.0345
2023-10-25T16:09:00Z,Instagram,Perfil C,51982,2652,0.051
2023-04-26T15:43:00Z,Instagram,Perfil C,51993,697,0.0134
2023-10-11T16:18:00Z,Twitter,Perfil B,52215,533,0.0102
2023-05-30T09:12:00Z,Twitter,Perfil A,53163,1935,0.0364
2023-05-29T15:30:00Z,Instagram,Perfil C,53695,3864,0.07200000000000001
2023-05-11T13:05:00Z,Twitter,Perfil A,54872,2130,0.0388
2023-08-31T15:17:00Z,Twitter,Perfil A,56611,788,0.0139
2023-10-20T11:42:00Z,Twitter,Perfil A,56642,556,0.0098
2023-04-01T14:20:00Z,Instagram,Perfil C,56668,3738,0.066
2023-05-31T16:11:00Z,Instagram,Perfil C,57227,2655,0.0464
2023-02-03T16:07:00Z,Twitter,Perfil B,57650,739,0.0128
2023-02-10T13:15:00Z,Instagram,Perfil C,57665,2131,0.037000000000000005
2023-10-17T08:00:00Z,Instagram,Perfil C,57710,1475,0.0256
2023-02-24T13:45:00Z,Instagram,Perfil C,58028,3141,0.0541
2023-08-29T16:47:00Z,Twitter,Perfil B,58580,858,0.0146
2023-06-20T16:23:00Z,Twitter,Perfil B,60008,2259,0.037599999999999995
2023-10-24T11:08:00Z,Twitter,Perfil B,60611,1065,0.0176
2023-09-28T10:25:00Z,Twitter,Perfil B,61203,697,0.011399999999999999
2023-10-25T15:47:00Z,Twitter,Perfil A,61315,3043,0.0496
2023-05-24T15:07:00Z,Twitter,Perfil A,62061,842,0.013600000000000001
2023-08-03T15:33:00Z,Instagram,Perfil C,62115,1063,0.0171
2023-01-17T15:27:00Z,Instagram,Perfil C,62270,2121,0.0341
2023-08-18T15:45:00Z,Twitter,Perfil A,62386,4749,0.0761
